3uVCJvMFKmsj9P44vNHfx1,Grey Cell Green,"[""Ned's Atomic Dustbin""]",225573,4/1/91,1991,0.0024,0.293,0.717,0.003,0.143,-11.315,0.0577,142.628,0.723,1,9,37,0
76crWZqaiFzlTPGzNtT4w1,I Will Remember You,['Amy Grant'],300560,1991,1991,0.0329,0.513,0.658,9.30E-05,0.0805,-6.432,0.0277,177.625,0.336,1,0,39,0
4NsNi4w10Tkpv6uikyXbJ6,Pandora's Box,['Orchestral Manoeuvres In The Dark'],249173,5/7/91,1991,0.0439,0.596,0.93,0.0773,0.288,-12.126,0.0393,121.819,0.822,0,9,54,0
5qycPYBKtfzyccn5YW76c0,Song And Emotion,['Tesla'],508842,1/1/91,1991,0.0232,0.273,0.484,0.000178,0.239,-10.784,0.0356,112.176,0.0426,0,4,37,0
7ktOcCYTypSCkMoYppOyTe,Step In The Arena,['Gang Starr'],217360,1/15/91,1991,0.154,0.818,0.507,0,0.16,-14.803,0.309,95.754,0.78,1,0,42,0
0AOsLGhWO94KeC1YYH9Wpv,Tango To Evora,['Loreena McKennitt'],249907,9/27/91,1991,0.762,0.452,0.396,0.0394,0.113,-9.083,0.0329,118.85,0.373,0,4,35,0
7Ddg3Hu6DKe4lyxyFLhbeA,I Could Have Lied,['Red Hot Chili Peppers'],244400,9/24/91,1991,0.0132,0.56,0.209,0.551,0.342,-13.591,0.039,140.744,0.407,1,7,35,1
4PSnQLK4uSmFfuZYEcXNUp,Bad Obsession,"[""Guns N' Roses""]",326667,9/17/91,1991,0.119,0.558,0.978,0.0504,0.111,-6.728,0.0475,124.199,0.651,1,11,49,1
5A9vDJlvATULz4SjwuZNe3,Desire,['Ozzy Osbourne'],345760,9/17/91,1991,0.000115,0.424,0.881,0.000163,0.309,-6.4,0.0428,75.421,0.528,0,10,42,0
1Nq08q5FLReuiTLlWad9D1,Divine Intervention,['Matthew Sweet'],337804,1991,1991,0.00015,0.298,0.589,0.000928,0.346,-8.411,0.0318,165.913,0.446,1,9,37,0
4aczfKPPHlNusfMiN94hHI,You Could Have Been a Lady,['April Wine'],204080,1/1/91,1991,0.0331,0.599,0.867,9.08E-05,0.116,-9.516,0.0494,108.317,0.894,1,7,37,0
6ZK6pIo3CE0n2iGJq5nT1p,Ting-A-Ling,['Shabba Ranks'],231867,1991,1991,0.0286,0.724,0.706,0,0.333,-10.359,0.458,126.423,0.795,1,7,41,0
02UGlYzodYMeucgYo5DSHs,Lounge Act,['Nirvana'],156427,9/26/91,1991,1.26E-05,0.341,0.964,0.000103,0.151,-5.327,0.107,152.192,0.459,0,11,36,0
2Jd4KhCwRbEqsrRC57cTe3,Silver Thunderbird,['Marc Cohn'],278720,2/8/91,1991,0.721,0.462,0.267,0,0.0815,-15.35,0.0341,139.042,0.56,1,7,42,0
2xHEs06CabMVdSdRwe0BIl,Mayra,['Joan Sebastian'],167770,12/19/91,1991,0.615,0.743,0.631,0,0.355,-8.058,0.13,95.122,0.824,1,5,42,0
7dbNC7CvnkAxrMOFDwdqn8,The Garden,"[""Guns N' Roses""]",319373,9/17/91,1991,0.00232,0.37,0.857,0.000225,0.138,-7.93,0.0516,81.203,0.45,1,6,48,0
5ru4aUbSo8Kv8PUHY4WSHS,Tristessa - Remastered 2011,['The Smashing Pumpkins'],212240,1991,1991,0.000131,0.479,0.831,0.863,0.194,-7.958,0.0357,103.058,0.576,1,9,36,0
6lbme14HiDWYmGiw1I2Dv6,You,['Ten Sharp'],272984,1991,1991,0.426,0.405,0.901,0.0185,0.188,-7.905,0.0315,174.041,0.666,0,11,62,0
70wFqhcAURVcjgMMx6M4ak,If Your Heart Ain't Busy Tonight,['Tanya Tucker'],184893,1/1/91,1991,0.14,0.565,0.635,0,0.11,-9.119,0.0319,176.796,0.841,0,5,38,0
01E97908af7cRmFC9XXekH,Zoo Station,['U2'],276160,11/18/91,1991,1.63E-05,0.585,0.777,0.516,0.0533,-10.368,0.0412,128.833,0.687,1,7,45,0
1l6aokk2Hw72z0mFPKgPmm,Sticks and Stones,['Tracy Lawrence'],218053,10/29/91,1991,0.424,0.599,0.699,0,0.132,-7.279,0.0299,125.555,0.517,1,7,36,0
1b4QmuIHiO4IR2JgnH3p0s,"The Beast Lets Belle Go - From ""Beauty and the Beast""/Score",['Alan Menken'],142000,1/1/91,1991,0.957,0.0982,0.133,0.829,0.23,-17.908,0.0412,82.839,0.0595,1,3,40,0
2MZ2p37xb1bchanskarXlV,Real Niggaz,['N.W.A.'],267467,5/28/91,1991,0.0576,0.754,0.897,0,0.233,-5.86,0.251,108.386,0.55,1,6,42,1
7AS3s4YwBumvuYrg55L8RY,A La Sombra De Un Guamuchil,['Joan Sebastian'],139900,12/19/91,1991,0.547,0.795,0.361,0,0.0507,-10.569,0.134,133.299,0.982,1,7,42,0
7dIkQYmRsKXAbzshwF7pjI,How To Survive In South Central,['Ice Cube'],220427,1/1/91,1991,0.377,0.731,0.811,0,0.126,-5.719,0.308,109.358,0.859,0,11,36,1
4OnOwfpbZCwHnFNDqgjOuS,Solín,['Maldita Vecindad Y Los Hijos Del 5to. Patio'],191067,8/13/91,1991,0.0236,0.405,0.676,0.00106,0.0952,-8.491,0.0471,140.544,0.756,1,5,53,0
1AR2VBeuqLQJYgsF33Pbgv,It's Electric,['Diamond Head'],206560,1991,1991,7.61E-05,0.469,0.762,0.118,0.101,-12.566,0.0384,90.853,0.751,1,5,44,1
0aXeV99zVsXdr8cmKekLfG,Agárrate,['Gloria Trevi'],181467,7/23/91,1991,0.41,0.946,0.563,0.0102,0.23,-11.753,0.199,129.566,0.902,0,11,35,0
43bXHIc6QZLBEdr2c7VNvo,"String Quartet No.19 In C, K.465 - ""Dissonance"": 3. Allegretto","['Wolfgang Amadeus Mozart', 'Emerson String Quartet']",282000,1/1/91,1991,0.943,0.353,0.0815,0.529,0.392,-18.823,0.0516,178.427,0.413,1,0,45,0
4HwzXu4xaoUQUb4SFq3CPl,Sin Problemas,['Ana Gabriel'],212533,7/29/91,1991,0.461,0.317,0.341,0,0.329,-9.809,0.0307,164.377,0.583,1,2,45,0
4T7sxzgj5nmDCj9h40YLfB,Little Bones,['The Tragically Hip'],285027,1991,1991,0.00834,0.558,0.895,0.00177,0.29,-7.68,0.0491,143.332,0.471,1,4,35,0
6FfdQJ9HJcJAvsPVIyoGZ5,Rico Suave,['Gerardo'],291667,1/1/91,1991,0.00596,0.798,0.817,6.29E-05,0.0548,-11.337,0.121,105.931,0.446,0,11,38,0
00pGV4EInVd77cnOIwPTCv,Papa's Got A Brand New Bag,['James Brown'],128173,1/1/91,1991,0.292,0.738,0.541,1.15E-05,0.0861,-9.508,0.09,127.942,0.925,1,4,36,0
4Sxv0whUHWzHK5T8uuP66S,Tha,['Aphex Twin'],547133,2/10/92,1992,0.822,0.599,0.406,0.933,0.112,-19.881,0.0368,134.762,0.326,0,4,47,0
5sXTCG1UPYlwEa3KPOg3U3,"Hey, Good Lookin'","['Hank Williams', 'Drifting Cowboys']",175360,1/1/92,1992,0.797,0.784,0.327,0,0.0941,-11.222,0.0383,141.185,0.898,1,7,42,0
